path	how_read	notes
/gregorian-calendar.php?1904	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1905	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1906	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1907	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1908	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1909	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1910	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1911	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1912	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1913	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1914	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1915	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1916	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1917	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1918	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1919	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1920	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1921	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1922	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1923	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1924	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1925	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1926	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1927	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1928	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1929	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1930	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1931	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1932	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1933	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1934	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1935	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1936	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1937	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1938	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1939	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1940	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1941	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1942	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1943	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1944	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1945	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1946	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1947	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1948	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1949	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1950	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1951	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1952	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1953	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1954	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1955	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1956	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1957	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1958	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1959	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1960	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1961	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1962	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1963	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1964	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1965	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1966	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1967	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1968	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1969	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1970	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1971	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1972	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1973	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1974	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1975	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1976	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1977	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1978	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1979	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1980	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1981	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1982	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1983	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1984	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1985	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1986	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1987	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1988	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1989	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1990	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1991	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1992	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1993	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1994	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1995	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1996	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1997	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1998	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1999	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2000	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2001	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2002	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2003	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2004	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2005	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2006	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2007	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2008	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2009	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2010	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2011	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2012	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2013	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2014	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2015	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2016	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2017	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2018	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2019	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2020	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2021	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2022	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2023	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2024	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2025	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2026	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2027	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2028	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2029	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2030	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2031	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2032	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2033	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2034	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2035	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2036	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2037	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2038	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2039	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2040	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2041	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2042	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2043	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2044	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2045	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2046	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2047	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2048	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2049	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2050	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2051	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2052	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2053	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2054	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2055	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2056	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2057	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2058	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2059	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2060	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2061	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2062	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2063	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2064	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2065	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2066	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2067	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2068	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2069	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2070	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2071	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2072	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2073	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2074	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2075	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2076	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2077	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2078	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2079	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2080	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2081	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2082	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2083	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2084	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2085	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2086	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2087	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2088	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2089	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2090	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2091	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2092	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2093	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2094	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2095	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2096	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2097	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2098	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2099	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2100	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2101	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2102	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2103	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2104	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2105	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2106	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2107	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2108	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2109	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2110	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2111	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2112	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2113	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2114	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2115	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2116	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2117	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2118	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2119	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2120	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2121	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2122	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2123	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2124	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2125	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2126	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2127	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2128	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2129	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2130	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2131	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2132	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2133	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2134	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2135	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2136	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2137	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2138	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2139	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2140	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2141	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2142	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2143	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2144	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2145	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2146	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2147	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2148	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2149	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2150	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2151	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?2152	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
